bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1764416,2035,SB673,1,Introduced,2023-05-15,"In casualty insurance, providing for coverage for inpatient pasteurized donor human milk and human milk-derived products.","An Act amending the act of May 17, 1921 (P.L.682, No.284), known as The Insurance Company Law of 1921, in casualty insurance, providing for coverage for inpatient pasteurized donor human milk and human milk-derived products.",68,"Senate Banking & Insurance",2023-05-15,"Referred to BANKING AND INSURANCE",https://legiscan.com/PA/bill/SB673/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=673
1764376,2035,SB674,1,Introduced,2023-05-15,"Providing for disclosure of complaints filed against physicians.","An Act amending the act of October 5, 1978 (P.L.1109, No.261), known as the Osteopathic Medical Practice Act, providing for disclosure of complaints filed against physicians.",71,"Senate Consumer Protection & Professional Licensure",2023-05-15,"Referred to CONSUMER PROTECTION AND PROFESSIONAL LICENSURE",https://legiscan.com/PA/bill/SB674/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=674
1761060,2035,SB675,1,Introduced,2023-05-03,"Providing for a report by the Department of State on complaints relating to elections.","An Act providing for a report by the Department of State on complaints relating to elections.",84,"Senate State Government",2023-05-03,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/SB675/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=675
1764401,2035,SB677,1,Introduced,2023-05-15,"Providing for disclosure of complaints filed against physicians.","An Act amending the act of December 20, 1985 (P.L.457, No.112), known as the Medical Practice Act of 1985, providing for disclosure of complaints filed against physicians.",71,"Senate Consumer Protection & Professional Licensure",2023-05-15,"Referred to CONSUMER PROTECTION AND PROFESSIONAL LICENSURE",https://legiscan.com/PA/bill/SB677/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=677
1764390,2035,SB678,1,Introduced,2023-05-15,"In terms and courses of study, providing for blood donation education.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in terms and courses of study, providing for blood donation education.",72,"Senate Education",2023-05-15,"Referred to EDUCATION",https://legiscan.com/PA/bill/SB678/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=678
1764471,2035,SB679,1,Introduced,2023-05-15,"In mixed-use development tax credit, further providing for mixed-use development tax credits.","An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in mixed-use development tax credit, further providing for mixed-use development tax credits.",75,"Senate Finance",2023-05-15,"Referred to FINANCE",https://legiscan.com/PA/bill/SB679/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=679
1764499,2035,SB680,1,Introduced,2023-05-15,"In firearms and other dangerous articles, further providing for licenses.","An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for licenses.",77,"Senate Judiciary",2023-05-15,"Referred to JUDICIARY",https://legiscan.com/PA/bill/SB680/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=680
1767795,2035,SB681,1,Introduced,2023-05-23,"Further providing for title of act, for definitions, for prohibition, for signage, for enforcement, for administration, for preemption of local ordinances and for repeal; and making editorial changes.","An Act amending the act of June 13, 2008 (P.L.182, No.27), known as the Clean Indoor Air Act, further providing for title of act, for definitions, for prohibition, for signage, for enforcement, for administration, for preemption of local ordinances and for repeal; and making editorial changes.",3551,"Senate Health & Human Services",2023-05-23,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/SB681/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=681
1764434,2035,SB682,1,Introduced,2023-05-15,"In miscellaneous provisions relating to marriage, repealing provisions relating to marriage between persons of the same sex.","An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in miscellaneous provisions relating to marriage, repealing provisions relating to marriage between persons of the same sex.",77,"Senate Judiciary",2023-05-15,"Referred to JUDICIARY",https://legiscan.com/PA/bill/SB682/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=682
1764423,2035,SB683,4,Passed,2023-12-14,"In public safety, providing for urine drug screening requirement and for xylazine awareness education.","An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in public safety, providing for urine drug screening requirement and for xylazine awareness education.",0,,2023-12-14,"Act No. 43 of 2023",https://legiscan.com/PA/bill/SB683/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=683
1764431,2035,SB684,1,Introduced,2023-05-15,"In public assistance, providing for intellectual disability and autism fee schedule rates.","An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in public assistance, providing for intellectual disability and autism fee schedule rates.",3551,"Senate Health & Human Services",2023-05-15,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/SB684/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=684
1761589,2035,SB685,1,Introduced,2023-05-05,"In liability and compensation, further providing for compensable injuries, subrogation and proration.","An Act amending the act of June 2, 1915 (P.L.736, No.338), known as the Workers' Compensation Act, in liability and compensation, further providing for compensable injuries, subrogation and proration.",78,"Senate Labor & Industry",2023-05-05,"Referred to LABOR AND INDUSTRY",https://legiscan.com/PA/bill/SB685/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=685
1764454,2035,SB686,2,Engrossed,2023-12-11,"Authorizing the Department of General Services, with the approval of the Department of Agriculture and the Governor, to grant and convey to Joshua R. Snyder a certain tract of land located in Windsor Township, Berks County.","An Act authorizing the Department of General Services, with the approval of the Department of Agriculture and the Governor, to grant and convey to Joshua R. Snyder a certain tract of land located in Windsor Township, Berks County.",59,"House State Government",2023-12-12,"Referred to STATE GOVERNMENT",https://legiscan.com/PA/bill/SB686/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=686
1767238,2035,SB687,1,Introduced,2023-05-22,"Further providing for organization of an authority.","An Act amending the act of May 28, 1937 (P.L.955, No.265), referred to as the Housing Authorities Law, further providing for organization of an authority.",86,"Senate Urban Affairs & Housing",2023-05-22,"Referred to URBAN AFFAIRS AND HOUSING",https://legiscan.com/PA/bill/SB687/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=687
1761575,2035,SB688,4,Passed,2024-07-17,"In preliminary provisions, further providing for definitions; in Pennsylvania Liquor Stores, further providing for sales by Pennsylvania Liquor Stores; in licenses and regulations relating to liquor, alcohol and malt and brewed beverages, further providing for liquor importers' licenses, fees, privileges and restrictions, providing for ready-to-drink cocktail permit and for authority to acquire ready-to-drink cocktail permits and further providing for distributors' and importing distributors' restrictions on sales, storage, etc, for unlawful acts relative to malt or brewed beverages and licensees, for unlawful acts relative to liquor, malt and brewed beverages and licensees; and, in distilleries, wineries, bonded warehouses, bailees for hire and transporters for hire, further providing for limited distilleries and distilleries.","An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code, in preliminary provisions, further providing for definitions; in Pennsylvania Liquor Stores, further providing for sales by Pennsylvania Liquor Stores; in licenses and regulations relating to liquor, alcohol and malt and brewed beverages, further providing for liquor importers' licenses, fees, privileges and restrictions, providing for ready-to-drink cocktail permit and for authority to acquire ready-to-drink cocktail permits and further providing for distributors' and importing distributors' restrictions on sales, storage, etc, for unlawful acts relative to malt or brewed beverages and licensees, for unlawful acts relative to liquor, malt and brewed beverages and licensees; and, in distilleries, wineries, bonded warehouses, bailees for hire and transporters for hire, further providing for limited distilleries and distilleries.",0,,2024-07-17,"Act No. 86 of 2024",https://legiscan.com/PA/bill/SB688/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=688
1761712,2035,SB689,2,Engrossed,2023-11-13,"Providing for issuance of and conditions for continuous maintenance permits.","An Act amending the act of November 26, 1978 (P.L.1375, No.325), known as the Dam Safety and Encroachments Act, providing for issuance of and conditions for continuous maintenance permits.",45,"House Environmental Resources & Energy",2023-11-14,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY",https://legiscan.com/PA/bill/SB689/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=689
1761615,2035,SB690,2,Engrossed,2023-11-13,"Providing for county conservation district stream reconstruction emergency permit authorizations.","An Act amending the act of November 26, 1978 (P.L.1375, No.325), known as the Dam Safety and Encroachments Act, providing for county conservation district stream reconstruction emergency permit authorizations.",45,"House Environmental Resources & Energy",2023-11-14,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY",https://legiscan.com/PA/bill/SB690/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=690
1761648,2035,SB691,2,Engrossed,2023-06-07,"In renaming Department of Environmental Resources and defining rulemaking authority of Department of Environmental Protection, repealing provisions relating to Department of Environmental Protection and providing for Department of Environmental Services; and making editorial changes.","An Act amending the act of June 28, 1995 (P.L.89, No.18), known as the Conservation and Natural Resources Act, in renaming Department of Environmental Resources and defining rulemaking authority of Department of Environmental Protection, repealing provisions relating to Department of Environmental Protection and providing for Department of Environmental Services; and making editorial changes.",45,"House Environmental Resources & Energy",2023-06-07,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY",https://legiscan.com/PA/bill/SB691/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=691
1761630,2035,SB692,1,Introduced,2023-05-05,"In special vehicles and pedestrians, providing for electric low-speed scooter program.","An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in special vehicles and pedestrians, providing for electric low-speed scooter program.",0,,2023-06-28,"Laid on the table (Pursuant to Senate Rule 9)",https://legiscan.com/PA/bill/SB692/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=692
1764536,2035,SB693,1,Introduced,2023-05-15,"Prohibiting the mandatory COVID-19 vaccination of Pennsylvania residents by the Commonwealth, political subdivisions or as a condition of employment.","An Act prohibiting the mandatory COVID-19 vaccination of Pennsylvania residents by the Commonwealth, political subdivisions or as a condition of employment.",3551,"Senate Health & Human Services",2023-05-15,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/SB693/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=693
1761903,2035,SB694,4,Passed,2023-11-01,"In fireworks, further providing for definitions, for sales locations and for Attorney General.","An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, in fireworks, further providing for definitions, for sales locations and for Attorney General.",0,,2023-11-01,"Act No. 23 of 2023",https://legiscan.com/PA/bill/SB694/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=694
1764382,2035,SB695,1,Introduced,2023-05-15,"In falsification and intimidation, further providing for unsworn falsification to authorities; and, in firearms and other dangerous articles, further providing for the offense of persons not to possess, use, manufacture, control, sell or transfer firearms, for licenses and for sale or transfer of firearms.","An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in falsification and intimidation, further providing for unsworn falsification to authorities; and, in firearms and other dangerous articles, further providing for the offense of persons not to possess, use, manufacture, control, sell or transfer firearms, for licenses and for sale or transfer of firearms.",77,"Senate Judiciary",2023-05-15,"Referred to JUDICIARY",https://legiscan.com/PA/bill/SB695/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=695
1764474,2035,SB696,1,Introduced,2023-05-15,"Providing for pharmaceutical transparency; establishing the Pharmaceutical Transparency Review Board and providing for its powers and duties; establishing the Pharmaceutical Transparency Review Fund; and imposing a penalty.","An Act providing for pharmaceutical transparency; establishing the Pharmaceutical Transparency Review Board and providing for its powers and duties; establishing the Pharmaceutical Transparency Review Fund; and imposing a penalty.",68,"Senate Banking & Insurance",2023-05-15,"Referred to BANKING AND INSURANCE",https://legiscan.com/PA/bill/SB696/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=696
1764513,2035,SB697,1,Introduced,2023-05-15,"In arson, criminal mischief and other property destruction, further providing for the offense of institutional vandalism.","An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in arson, criminal mischief and other property destruction, further providing for the offense of institutional vandalism.",77,"Senate Judiciary",2023-05-15,"Referred to JUDICIARY",https://legiscan.com/PA/bill/SB697/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=697
1764443,2035,SB698,2,Engrossed,2024-07-09,"In hunting and furtaking licenses, further providing for license requirements; and, in special licenses and permits, further providing for","An Act amending Title 34 (Game) of the Pennsylvania Consolidated Statutes, in hunting and furtaking licenses, further providing for license requirements; and, in special licenses and permits, further providing for",0,,2024-10-02,"Laid on the table",https://legiscan.com/PA/bill/SB698/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=698
1767749,2035,SB699,1,Introduced,2023-05-23,"In membership, credited service, classes of service, and eligibility for benefits, further providing for mandatory and optional membership in the system and participation in the plan.","An Act amending Title 71 (State Government) of the Pennsylvania Consolidated Statutes, in membership, credited service, classes of service, and eligibility for benefits, further providing for mandatory and optional membership in the system and participation in the plan.",75,"Senate Finance",2023-05-23,"Referred to FINANCE",https://legiscan.com/PA/bill/SB699/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=699
1771606,2035,SB700,4,Passed,2024-07-11,"In preliminary provisions, providing for advertising and sponsorships; in intermediate units, further providing for school safety and security enhancements; in professional employees, further providing for qualifications; in certification of teachers, further providing for State certificates, for career and technical instruction and for baccalaureate certification basic skills assessment; in Educator Pipeline Support Grant Program, further providing for definitions, for program establishment and duties of agency, for eligibility and for report; in school safety and security, further providing for School Safety and Security Grant Program, for school safety and security coordinator, for Targeted School Safety Grants for Nonpublic Schools and School Entities Program and for school safety and security training and providing for school safety and mental health grants for 2024-2025 school year; in school security, further providing for duties of commission, providing for school security personnel and establishing School Security Personnel Fund; in school security, further providing for duties of commission and providing for school security personnel and for School Security Personnel Fund; in school health services, further providing for vision screening and examinations; in Drug and Alcohol Recovery High School Program, further providing for establishment and payment of tuition; in administrative partnerships between school entities, further providing for legislative intent and for definitions, providing for instructional programming partnerships authorized, for school district feasibility study and for construction and further providing for establishment, for application, for grant awards, for technical assistance, for reports by school entities and for reports by department; in talent recruitment, further providing for Talent Recruitment Account; in charter schools, further providing for definitions, for charter school requirements, for powers of board of trustees, for facilities and for funding for charter schools, providing for funding for cyber charter schools, further providing for enrollment and notification and providing for enrollee wellness checks and for applicability of other provisions of this act and of other acts and regulations; in disability inclusive curriculum, further providing for department responsibilities; in Schools-to-Work-Program, repealing provisions relating to expiration; in community colleges, further providing for financial program and reimbursement of payments; in educational tax credits, further providing for definitions, for qualification and application by organizations, for tax credits and for limitations, repealing provisions relating to opportunity scholarships and providing for economically disadvantaged school scholarships; in course materials at institutions of higher education, repealing provisions relating to College Textbook Policies Advisory Committee; in sexual violence, dating violence, domestic violence and stalking education, prevention and response at institutions of higher education and private licensed schools, further providing for memorandum of understanding; in miscellaneous provisions relating to institutions of higher education, repealing provisions relating to Public Higher Education Funding Commission; in funding for public libraries, providing for State aid for fiscal year 2024-2025; in reimbursements by Commonwealth and between school districts, further providing for payments on account of pupils enrolled in career and technical curriculums and for student-weighted basic education funding, providing for student-weighted basic education funding beginning with 2023-2024 school year, further providing for State reimbursement for health services, for payments to intermediate units, for assistance to school districts declared to be in financial recovery status or identified for financial watch status and for Commonwealth reimbursements for charter schools and cyber charter schools, repealing provisions relating to administrative and instructional consolidation incentives and further providing for Ready-to-Learn Block Grant; in State Board of Education, further providing for powers and duties of the board; in construction and renovation of buildings by school entities, further providing for applicability; in School Environmental Repairs Program, further providing for School Environmental Repairs Program Restricted Account and for School Environmental Repairs Program; and making editorial changes.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in preliminary provisions, providing for advertising and sponsorships; in intermediate units, further providing for school safety and security enhancements; in professional employees, further providing for qualifications; in certification of teachers, further providing for State certificates, for career and technical instruction and for baccalaureate certification basic skills assessment; in Educator Pipeline Support Grant Program, further providing for definitions, for program establishment and duties of agency, for eligibility and for report; in school safety and security, further providing for School Safety and Security Grant Program, for school safety and security coordinator, for Targeted School Safety Grants for Nonpublic Schools and School Entities Program and for school safety and security training and providing for school safety and mental health grants for 2024-2025 school year; in school security, further providing for duties of commission, providing for school security personnel and establishing School Security Personnel Fund; in school security, further providing for duties of commission and providing for school security personnel and for School Security Personnel Fund; in school health services, further providing for vision screening and examinations; in Drug and Alcohol Recovery High School Program, further providing for establishment and payment of tuition; in administrative partnerships between school entities, further providing for legislative intent and for definitions, providing for instructional programming partnerships authorized, for school district feasibility study and for construction and further providing for establishment, for application, for grant awards, for technical assistance, for reports by school entities and for reports by department; in talent recruitment, further providing for Talent Recruitment Account; in charter schools, further providing for definitions, for charter school requirements, for powers of board of trustees, for facilities and for funding for charter schools, providing for funding for cyber charter schools, further providing for enrollment and notification and providing for enrollee wellness checks and for applicability of other provisions of this act and of other acts and regulations; in disability inclusive curriculum, further providing for department responsibilities; in Schools-to-Work-Program, repealing provisions relating to expiration; in community colleges, further providing for financial program and reimbursement of payments; in educational tax credits, further providing for definitions, for qualification and application by organizations, for tax credits and for limitations, repealing provisions relating to opportunity scholarships and providing for economically disadvantaged school scholarships; in course materials at institutions of higher education, repealing provisions relating to College Textbook Policies Advisory Committee; in sexual violence, dating violence, domestic violence and stalking education, prevention and response at institutions of higher education and private licensed schools, further providing for memorandum of understanding; in miscellaneous provisions relating to institutions of higher education, repealing provisions relating to Public Higher Education Funding Commission; in funding for public libraries, providing for State aid for fiscal year 2024-2025; in reimbursements by Commonwealth and between school districts, further providing for payments on account of pupils enrolled in career and technical curriculums and for student-weighted basic education funding, providing for student-weighted basic education funding beginning with 2023-2024 school year, further providing for State reimbursement for health services, for payments to intermediate units, for assistance to school districts declared to be in financial recovery status or identified for financial watch status and for Commonwealth reimbursements for charter schools and cyber charter schools, repealing provisions relating to administrative and instructional consolidation incentives and further providing for Ready-to-Learn Block Grant; in State Board of Education, further providing for powers and duties of the board; in construction and renovation of buildings by school entities, further providing for applicability; in School Environmental Repairs Program, further providing for School Environmental Repairs Program Restricted Account and for School Environmental Repairs Program; and making editorial changes.",0,,2024-07-11,"Act No. 55 of 2024",https://legiscan.com/PA/bill/SB700/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=700
1764531,2035,SB701,1,Introduced,2023-05-15,"Providing for prohibition on sale of dogs and cats bred by certain persons, for duty of persons, kennels and animal testing facilities to offer dogs and cats for adoption and for whistleblower protection; and imposing penalties.","An Act providing for prohibition on sale of dogs and cats bred by certain persons, for duty of persons, kennels and animal testing facilities to offer dogs and cats for adoption and for whistleblower protection; and imposing penalties.",65,"Senate Agriculture & Rural Affairs",2023-05-15,"Referred to AGRICULTURE AND RURAL AFFAIRS",https://legiscan.com/PA/bill/SB701/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=701
1764506,2035,SB702,1,Introduced,2023-05-15,"In licenses, tags and kennels, further providing for revocation or refusal of kennel licenses and providing for prohibition on sale of dogs bred by certain persons; and, in enforcement and penalties, providing for whistleblower protection.","An Act amending the act of December 7, 1982 (P.L.784, No.225), known as the Dog Law, in licenses, tags and kennels, further providing for revocation or refusal of kennel licenses and providing for prohibition on sale of dogs bred by certain persons; and, in enforcement and penalties, providing for whistleblower protection.",65,"Senate Agriculture & Rural Affairs",2023-05-15,"Referred to AGRICULTURE AND RURAL AFFAIRS",https://legiscan.com/PA/bill/SB702/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=702
1764482,2035,SB703,1,Introduced,2023-05-15,"In riot, disorderly conduct and related offenses, providing for whistleblower protection and further providing for nonapplicability of subchapter.","An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in riot, disorderly conduct and related offenses, providing for whistleblower protection and further providing for nonapplicability of subchapter.",77,"Senate Judiciary",2023-05-15,"Referred to JUDICIARY",https://legiscan.com/PA/bill/SB703/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=703
1767773,2035,SB704,1,Introduced,2023-05-23,"Further providing for definitions and for prohibition.","An Act amending the act of June 13, 2008 (P.L.182, No.27), known as the Clean Indoor Air Act, further providing for definitions and for prohibition.",3551,"Senate Health & Human Services",2023-05-23,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/SB704/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=704
1767725,2035,SB705,1,Introduced,2023-05-23,"Providing for environmental permits and plan approvals; making repeals; and abrogating regulations.","An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929, providing for environmental permits and plan approvals; making repeals; and abrogating regulations.",74,"Senate Environmental Resources & Energy",2023-05-23,"Referred to ENVIRONMENTAL RESOURCES AND ENERGY",https://legiscan.com/PA/bill/SB705/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=705
1768831,2035,SB706,1,Introduced,2023-05-26,"Providing for skill video gaming; imposing duties on the Department of Revenue; providing for issuance of licenses for skill video gaming; imposing a tax and criminal and civil penalties; and providing for zoning.","An Act providing for skill video gaming; imposing duties on the Department of Revenue; providing for issuance of licenses for skill video gaming; imposing a tax and criminal and civil penalties; and providing for zoning.",70,"Senate Community, Economic & Recreational Development",2023-05-26,"Referred to COMMUNITY, ECONOMIC AND RECREATIONAL DEVELOPMENT",https://legiscan.com/PA/bill/SB706/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=706
1765462,2035,SB707,1,Introduced,2023-05-17,"In pupils and attendance, providing for military child advance enrollment.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in pupils and attendance, providing for military child advance enrollment.",72,"Senate Education",2023-05-17,"Referred to EDUCATION",https://legiscan.com/PA/bill/SB707/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=707
1771598,2035,SB708,1,Introduced,2023-06-14,"In game or wildlife protection, further providing for regulations.","An Act amending Title 34 (Game) of the Pennsylvania Consolidated Statutes, in game or wildlife protection, further providing for regulations.",76,"Senate Game & Fisheries",2023-06-14,"Referred to GAME AND FISHERIES",https://legiscan.com/PA/bill/SB708/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=708
1765499,2035,SB709,4,Passed,2024-05-08,"In game or wildlife protection, further providing for the offense of unlawful taking and possession of protected birds and for endangered or threatened species.","An Act amending Title 34 (Game) of the Pennsylvania Consolidated Statutes, in game or wildlife protection, further providing for the offense of unlawful taking and possession of protected birds and for endangered or threatened species.",0,,2024-05-08,"Act No. 13 of 2024",https://legiscan.com/PA/bill/SB709/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=709
1764410,2035,SB710,1,Introduced,2023-05-15,"Providing for telemedicine prohibited for medication safety.","An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, providing for telemedicine prohibited for medication safety.",3551,"Senate Health & Human Services",2023-05-15,"Referred to HEALTH AND HUMAN SERVICES",https://legiscan.com/PA/bill/SB710/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=710
1767948,2035,SB711,1,Introduced,2023-05-24,"Further providing for rules for licensing and operation.","An Act amending the act of July 10, 1981 (P.L.214, No.67), known as the Bingo Law, further providing for rules for licensing and operation.",70,"Senate Community, Economic & Recreational Development",2023-05-24,"Referred to COMMUNITY, ECONOMIC AND RECREATIONAL DEVELOPMENT",https://legiscan.com/PA/bill/SB711/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=711
1768847,2035,SB712,2,Engrossed,2023-09-18,"Further providing for definitions and for exemptions and providing for advertisements for laboratory tests and for source plasma donation center; and abrogating a regulation.","An Act amending the act of September 26, 1951 (P.L.1539, No.389), known as The Clinical Laboratory Act, further providing for definitions and for exemptions and providing for advertisements for laboratory tests and for source plasma donation center; and abrogating a regulation.",1809,"House Health",2023-09-19,"Referred to HEALTH",https://legiscan.com/PA/bill/SB712/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=712
1765424,2035,SB713,1,Introduced,2023-05-17,"Further providing for employee available to administer CPR; and providing for automated external defibrillator.","An Act amending the act of December 21, 1989 (P.L.672, No.87), known as the Health Club Act, further providing for employee available to administer CPR; and providing for automated external defibrillator.",71,"Senate Consumer Protection & Professional Licensure",2023-05-17,"Referred to CONSUMER PROTECTION AND PROFESSIONAL LICENSURE",https://legiscan.com/PA/bill/SB713/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=713
1771587,2035,SB714,1,Introduced,2023-06-14,"Providing for the STEM Grant Program; and making an appropriation.","An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, providing for the STEM Grant Program; and making an appropriation.",72,"Senate Education",2023-06-14,"Referred to EDUCATION",https://legiscan.com/PA/bill/SB714/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=714
1769828,2035,SB715,1,Introduced,2023-06-02,"Providing for investigations.","An Act amending Title 44 (Law and Justice) of the Pennsylvania Consolidated Statutes, providing for investigations.",79,"Senate Law & Justice",2023-06-02,"Referred to LAW AND JUSTICE",https://legiscan.com/PA/bill/SB715/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=715
1769882,2035,SB716,1,Introduced,2023-06-02,"In depositions and witnesses, providing for informant testimony.","An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in depositions and witnesses, providing for informant testimony.",77,"Senate Judiciary",2023-06-02,"Referred to JUDICIARY",https://legiscan.com/PA/bill/SB716/2023,https://www.legis.state.pa.us/cfdocs/billinfo/bill_history.cfm?syear=2023&sind=0&body=S&type=B&bn=716
