bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1873871,1452789,2024-06-03,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1873871,1453240,2024-06-04,Senate,"Senate Floor: SB 1149 PN 1576, Final Passage",50,0,0,0,50
1874208,1439518,2024-05-06,House,"House Insurance: Adopt Amendment A04257",14,11,0,0,25
1874208,1439519,2024-05-06,House,"House Insurance: Report Bill As Committed",14,11,0,0,25
1874208,1453356,2024-06-04,House,"House Floor: HB 2234 PN 3056, 2023 A4680",101,101,0,1,203
1874208,1453357,2024-06-04,House,"House Floor: HB 2234 PN 3056, 2023 A4697",100,102,0,1,203
1874208,1453975,2024-06-05,House,"House Floor: HB 2234 PN 3056, FINAL PASSAGE",106,96,0,1,203
1874208,1453976,2024-06-05,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1874228,1439426,2024-05-06,House,"House Transportation: Report Bill As Amended",25,0,0,0,25
1874228,1439427,2024-05-06,House,"House Transportation: Adopt Amendment A04311",25,0,0,0,25
1874228,1448154,2024-05-22,House,"House Floor: HB 2233 PN 3052, 2023 A4519",201,1,0,1,203
1874228,1452599,2024-06-03,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1874228,1452891,2024-06-03,House,"House Floor: HB 2233 PN 3164, FINAL PASSAGE",198,4,0,1,203
1874228,1459819,2024-06-25,Senate,"Senate Transportation: Reported as Committed",14,0,0,0,14
1874228,1460328,2024-06-26,Senate,"Senate Floor: HB 2233 PN 3164, Motion to agree to the bill on second consideration",49,0,0,1,50
1874228,1462145,2024-07-02,Senate,"Senate Floor: HB 2233 PN 3164, Final Passage",50,0,0,0,50
1874228,1462146,2024-07-02,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1874250,1435954,2024-04-29,House,"House State Government: Report Bill As Committed",24,1,0,0,25
1874250,1446157,2024-05-21,House,"House Floor: HR 406 PN 2981",201,1,0,1,203
1874279,1436403,2024-04-30,House,"House Labor And Industry: Adopt Amendment A04152",11,14,0,0,25
1874279,1436404,2024-04-30,House,"House Labor And Industry: Adopt Amendment A04153",11,14,0,0,25
1874279,1436405,2024-04-30,House,"House Labor And Industry: Report Bill As Amended",14,11,0,0,25
1874279,1453170,2024-06-04,House,"House Floor: HB 2235 PN 2989, 2023 A4660",114,88,0,1,203
1874279,1454017,2024-06-05,House,"House Floor: HB 2235 PN 3240, FINAL PASSAGE",120,82,0,1,203
1874279,1454018,2024-06-05,House,"House Appropriations: Re-report Bill As Committed",23,14,0,0,37
1874322,1453934,2024-06-05,House,"House Labor And Industry: Adopt Amendment A04672",11,14,0,0,25
1874322,1453935,2024-06-05,House,"House Labor And Industry: Report Bill As Committed",14,11,0,0,25
1874322,1458921,2024-06-24,House,"House Floor: HR 407 PN 2992",200,2,0,1,203
1874425,1455942,2024-06-11,House,"House Environmental Resources And Energy: Report Bill As Committed",14,11,0,0,25
1874455,1436528,2024-04-30,House,"House Health: Report Bill As Committed",25,0,0,0,25
1874455,1441406,2024-05-08,House,"House Floor: HR 409 PN 2993",179,21,0,2,202
1874771,1440309,2024-05-07,House,"House State Government: Report Bill As Committed",25,0,0,0,25
1874771,1441230,2024-05-08,House,"House Floor: HR 410 PN 3002",200,0,0,2,202
1874777,1436539,2024-04-30,Senate,"Senate Education: Reported as Committed",8,3,0,0,11
1874777,1455693,2024-06-10,Senate,"Senate Appropriations: Re-Reported as Committed",19,5,0,0,24
1874777,1456244,2024-06-11,Senate,"Senate Floor: SB 1150 PN 1711, Final Passage",49,0,0,1,50
1874777,1460197,2024-06-26,House,"House Education: Report Bill As Committed",25,0,0,0,25
1874777,1462971,2024-07-11,House,"House Appropriations: Re-report Bill As Amended",37,0,0,0,37
1874777,1462972,2024-07-11,House,"House Appropriations: Adopt Amendment A05528",37,0,0,0,37
1874777,1463022,2024-07-11,House,"House Floor: SB 1150 PN 1818, FINAL PASSAGE",202,0,0,1,203
1874777,1463023,2024-07-11,Senate,"Senate Floor: SB 1150 PN 1818, Concur in House Amendments",49,0,0,1,50
1874777,1463024,2024-07-11,Senate,"Senate Rules And Executive Nominations: Re-Reported as Committed",17,0,0,0,17
1874780,1436366,2024-04-30,Senate,"Senate Education: Reported as Committed",7,4,0,0,11
1874780,1455707,2024-06-10,Senate,"Senate Floor: SB 1155 PN 1560, 2023 A4850, ARGALL Amendment No. A-4850",29,21,0,0,50
1874780,1455708,2024-06-10,Senate,"Senate Appropriations: Re-Reported as Committed",20,4,0,0,24
1874780,1456104,2024-06-11,Senate,"Senate Floor: SB 1155 PN 1714, Final Passage",28,21,0,1,50
1874783,1467635,2024-09-25,House,"House Local Government: Report Bill As Committed",14,11,0,0,25
1874788,1436460,2024-04-30,Senate,"Senate Education: Reported as Committed",7,4,0,0,11
1874788,1455702,2024-06-10,Senate,"Senate Floor: SB 1153 PN 1558, Final Passage",50,0,0,0,50
1874788,1455703,2024-06-10,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1874791,1436510,2024-04-30,Senate,"Senate Education: Reported as Committed",8,3,0,0,11
1874791,1455696,2024-06-10,Senate,"Senate Appropriations: Re-Reported as Committed",19,5,0,0,24
1874791,1456250,2024-06-11,Senate,"Senate Floor: SB 1151 PN 1712, Final Passage",48,1,0,1,50
1874794,1436543,2024-04-30,Senate,"Senate Education: Reported as Committed",6,5,0,0,11
1874794,1455691,2024-06-10,Senate,"Senate Floor: SB 1154 PN 1559, 2023 A4868, AUMENT Amendment No. A-4868",29,21,0,0,50
1874794,1455692,2024-06-10,Senate,"Senate Appropriations: Re-Reported as Committed",15,9,0,0,24
1874794,1456071,2024-06-11,Senate,"Senate Floor: SB 1154 PN 1713, Final Passage",28,21,0,1,50
1874794,1462835,2024-07-09,House,"House Education: Report Bill As Committed",25,0,0,0,25
1874794,1462870,2024-07-10,House,"House Floor: SB 1154 PN 1713, 2023 A5499",95,107,0,1,203
1874794,1462981,2024-07-11,House,"House Floor: SB 1154 PN 1819, FINAL PASSAGE",188,14,0,1,203
1874794,1462982,2024-07-11,House,"House Appropriations: Re-report Bill As Amended",37,0,0,0,37
1874794,1462983,2024-07-11,House,"House Appropriations: Adopt Amendment A05529",37,0,0,0,37
1874794,1463054,2024-07-11,Senate,"Senate Floor: SB 1154 PN 1819, Concur in House Amendments",37,12,0,1,50
1874794,1463055,2024-07-11,Senate,"Senate Floor: SB 1154 PN 1819, Concur in House Amendments Reconsideration",38,11,0,1,50
1874794,1463056,2024-07-11,Senate,"Senate Rules And Executive Nominations: Re-Reported as Committed",15,2,0,0,17
1874795,1436523,2024-04-30,Senate,"Senate Education: Reported as Committed",8,3,0,0,11
1874795,1455711,2024-06-10,Senate,"Senate Floor: SB 1152 PN 1557, Final Passage",47,3,0,0,50
1874795,1455712,2024-06-10,Senate,"Senate Appropriations: Re-Reported as Committed",21,3,0,0,24
1874820,1445619,2024-05-21,House,"House Tourism And Economic And Recreational Development: Report Bill As Committed",25,0,0,0,25
1874820,1463012,2024-07-11,House,"House Floor: HR 411 PN 3003",200,2,0,1,203
1874840,1453114,2024-06-04,House,"House Environmental Resources And Energy: Adopt Amendment A04649",14,11,0,0,25
1874840,1453115,2024-06-04,House,"House Environmental Resources And Energy: Report Bill As Amended",14,11,0,0,25
1874840,1462393,2024-07-03,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1874840,1462719,2024-07-08,House,"House Floor: HB 2241 PN 3223, FINAL PASSAGE",115,86,0,2,203
1874840,1462720,2024-07-08,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1874897,1439906,2024-05-07,House,"House Labor And Industry: Adopt Amendment A04323",11,14,0,0,25
1874897,1439907,2024-05-07,House,"House Labor And Industry: Report Bill As Committed",14,11,0,0,25
1874950,1436654,2024-04-30,House,"House Health: Report Bill As Committed",14,11,0,0,25
1874950,1439421,2024-05-06,House,"House Floor: HR 413 PN 3011",130,71,0,1,202
1875021,1437510,2024-05-01,House,"House Appropriations: Report Bill As Committed",36,0,1,0,37
1875021,1440613,2024-05-07,House,"House Floor: HR 414 PN 3025",199,2,0,1,202
1875171,1439367,2024-05-06,House,"House Transportation: Report Bill As Committed",25,0,0,0,25
1875171,1452597,2024-06-03,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1875171,1452886,2024-06-03,House,"House Floor: HB 2251 PN 3023, FINAL PASSAGE",201,1,0,1,203
1875196,1456072,2024-06-11,House,"House Housing And Community Development: Adopt Amendment A04815",25,0,0,0,25
1875196,1456073,2024-06-11,House,"House Housing And Community Development: Report Bill As Amended",25,0,0,0,25
1875297,1453097,2024-06-04,Senate,"Senate State Government: Reported as Committed",7,4,0,0,11
1875297,1459326,2024-06-24,Senate,"Senate Appropriations: Re-Reported as Committed",15,9,0,0,24
1875297,1462120,2024-07-01,Senate,"Senate Floor: SB 1183 PN 1572, 2023 A-4706, Motion to Table MUTH Amendment No. A-4706",28,22,0,0,50
1875297,1462121,2024-07-01,Senate,"Senate Floor: SB 1183 PN 1572, 2023 A-5383, Motion to Table MUTH Amendment No. A-5383",28,22,0,0,50
1875297,1462122,2024-07-01,Senate,"Senate Floor: SB 1183 PN 1572, Final Passage",28,22,0,0,50
1875336,1439402,2024-05-06,House,"House Veterans Affairs And Emergency Preparedness: Report Bill As Committed",25,0,0,0,25
1875626,1458874,2024-06-24,House,"House Judiciary: Report Bill As Committed",25,0,0,0,25
1875788,1445518,2024-05-21,House,"House Tourism And Economic And Recreational Development: Report Bill As Amended",25,0,0,0,25
1875788,1445519,2024-05-21,House,"House Tourism And Economic And Recreational Development: Adopt Amendment A04498",25,0,0,0,25
1875788,1452633,2024-06-03,House,"House Floor: HR 417 PN 3146",200,2,0,1,203
1875926,1454150,2024-06-05,House,"House Local Government: Report Bill As Committed",25,0,0,0,25
1875926,1460950,2024-06-27,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1875926,1461139,2024-06-27,House,"House Floor: HB 2265 PN 3043, 2023 A5128",202,0,0,1,203
1875926,1461140,2024-06-27,House,"House Appropriations: Report Bill As Committed",37,0,0,0,37
1875926,1461376,2024-06-28,House,"House Floor: HB 2265 PN 3437, FINAL PASSAGE",192,10,0,1,203
1875926,1467327,2024-09-17,Senate,"Senate Local Government: Reported as Committed",11,0,0,0,11
1875926,1468839,2024-10-22,Senate,"Senate Floor: HB 2265 PN 3437, Final Passage",49,1,0,0,50
1875926,1468840,2024-10-22,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1875935,1458951,2024-06-24,House,"House Transportation: Report Bill As Amended",25,0,0,0,25
1875935,1458952,2024-06-24,House,"House Transportation: Adopt Amendment A05057",25,0,0,0,25
1875935,1458953,2024-06-24,House,"House Transportation: Adopt Amendment A05063",25,0,0,0,25
1875935,1461050,2024-06-27,House,"House Floor: HB 2266 PN 3364, 2023 A5251",202,0,0,1,203
1875935,1461051,2024-06-27,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1875935,1461312,2024-06-27,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1875935,1461355,2024-06-28,House,"House Floor: HB 2266 PN 3438, FINAL PASSAGE",177,25,0,1,203
1875935,1462130,2024-07-01,Senate,"Senate Transportation: Reported as Committed",14,0,0,0,14
1875935,1468479,2024-10-09,Senate,"Senate Appropriations: Re-Reported as Committed",22,2,0,0,24
1875935,1468561,2024-10-09,Senate,"Senate Floor: HB 2266 PN 3438, Final Passage",48,1,0,1,50
1876006,1455870,2024-06-11,House,"House Insurance: Adopt Amendment A04605",24,0,1,0,25
1876006,1455871,2024-06-11,House,"House Insurance: Report Bill As Amended",24,0,1,0,25
1876006,1459788,2024-06-25,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1876006,1460236,2024-06-26,House,"House Floor: HB 2268 PN 3289, FINAL PASSAGE",181,21,0,1,203
1876006,1460237,2024-06-26,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1876006,1468200,2024-10-07,Senate,"Senate Banking And Insurance: Reported as Committed",14,0,0,0,14
1876006,1468317,2024-10-08,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1876006,1468508,2024-10-09,Senate,"Senate Floor: HB 2268 PN 3289, Final Passage",49,0,0,1,50
1876024,1445426,2024-05-21,House,"House Health: Report Bill As Committed",25,0,0,0,25
1876024,1452991,2024-06-03,House,"House Floor: HR 419 PN 3049",201,1,0,1,203
1876043,1456174,2024-06-11,Senate,"Senate Veterans Affairs And Emergency Preparedness: Reported as Amended",10,0,0,0,10
1876043,1456175,2024-06-11,Senate,"Senate Veterans Affairs And Emergency Preparedness: Adopt Amendment A04794",10,0,0,0,10
1876043,1456176,2024-06-11,Senate,"Senate Veterans Affairs And Emergency Preparedness: Adopt Amendment A04867",10,0,0,0,10
1876133,1456557,2024-06-12,House,"House Judiciary: Adopt Amendment A04945",17,8,0,0,25
1876133,1456558,2024-06-12,House,"House Judiciary: Report Bill As Amended",17,8,0,0,25
1876133,1461888,2024-07-01,House,"House Rules: Re-report Bill As Committed",23,10,0,0,33
1876133,1462151,2024-07-02,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1876133,1462199,2024-07-02,House,"House Floor: HB 2269 PN 3321, FINAL PASSAGE",133,68,0,2,203
1876187,1452579,2024-06-03,House,"House State Government: Report Bill As Committed",15,10,0,0,25
1876343,1456146,2024-06-11,House,"House Housing And Community Development: Adopt Amendment A04640",25,0,0,0,25
1876343,1456147,2024-06-11,House,"House Housing And Community Development: Report Bill As Amended",25,0,0,0,25
1876343,1462403,2024-07-03,House,"House Floor: HR 425 PN 3293",142,60,0,1,203
1876360,1445620,2024-05-21,House,"House Tourism And Economic And Recreational Development: Report Bill As Committed",25,0,0,0,25
1876736,1445493,2024-05-21,House,"House Tourism And Economic And Recreational Development: Report Bill As Committed",25,0,0,0,25
1876736,1454143,2024-06-05,House,"House Floor: HR 429 PN 3073",199,3,0,1,203
1877025,1445797,2024-05-21,House,"House Tourism And Economic And Recreational Development: Report Bill As Committed",16,9,0,0,25
1877092,1445487,2024-05-21,House,"House Health: Report Bill As Committed",25,0,0,0,25
1877128,1440764,2024-05-08,House,"House Rules: Report Bill As Committed",18,14,1,0,33
1877616,1453852,2024-06-05,House,"House Health: Report Bill As Amended",22,3,0,0,25
1877616,1453853,2024-06-05,House,"House Health: Adopt Amendment A04586",25,0,0,0,25
1877616,1461348,2024-06-28,House,"House Floor: HB 2283 PN 3246, 2023 A5262",202,0,0,1,203
1877616,1461349,2024-06-28,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1877616,1461906,2024-07-01,House,"House Floor: HB 2283 PN 3443, FINAL PASSAGE",153,49,0,1,203
1877616,1461907,2024-07-01,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1877616,1468253,2024-10-07,Senate,"Senate Health And Human Services: Reported as Committed",11,0,0,0,11
1877740,1468092,2024-10-02,House,"House Health: Report Bill As Committed",25,0,0,0,25
1877766,1445411,2024-05-21,House,"House Health: Report Bill As Committed",25,0,0,0,25
1877766,1461333,2024-06-27,House,"House Floor: HR 433 PN 3099",201,1,0,1,203
1877793,1459744,2024-06-25,House,"House Agriculture And Rural Affairs: Report Bill As Committed",25,0,0,0,25
1877793,1462423,2024-07-03,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1877793,1462717,2024-07-08,House,"House Floor: HB 2286 PN 3093, FINAL PASSAGE",201,0,0,2,203
1877793,1462718,2024-07-08,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1877941,1460965,2024-06-26,House,"House Local Government: Adopt Amendment A05170",25,0,0,0,25
1877941,1460966,2024-06-26,House,"House Local Government: Adopt Amendment",25,0,0,0,25
1877941,1461400,2024-06-28,House,"House Floor: HB 2288 PN 3413, 2023 A5290",202,0,0,1,203
1877941,1461401,2024-06-28,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1877941,1461874,2024-07-01,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1877941,1461938,2024-07-01,House,"House Floor: HB 2288 PN 3444, FINAL PASSAGE",195,7,0,1,203
1877941,1467333,2024-09-17,Senate,"Senate Local Government: Reported as Committed",11,0,0,0,11
1877941,1467818,2024-09-30,Senate,"Senate Floor: HB 2288 PN 3444, Final Passage",46,2,0,2,50
1877941,1467819,2024-09-30,Senate,"Senate Appropriations: Re-Reported as Committed",23,0,1,0,24
1877976,1456169,2024-06-11,Senate,"Senate Veterans Affairs And Emergency Preparedness: Reported as Committed",10,0,0,0,10
1877976,1459776,2024-06-25,Senate,"Senate Appropriations: Adopt Amendment A05000",24,0,0,0,24
1877976,1459777,2024-06-25,Senate,"Senate Appropriations: Re-Reported as Amended",24,0,0,0,24
1877976,1460310,2024-06-26,Senate,"Senate Floor: SB 1192 PN 1779, Final Passage",50,0,0,0,50
1878180,1453795,2024-06-05,House,"House Labor And Industry: Adopt Amendment A04668",11,14,0,0,25
1878180,1453796,2024-06-05,House,"House Labor And Industry: Re-report Bill As Committed",14,11,0,0,25
1878180,1459407,2024-06-24,House,"House Floor: HR 436 PN 3123, 2023 A4900",200,2,0,1,203
1878180,1459408,2024-06-24,House,"House Floor: HR 436 PN 3375",201,1,0,1,203
1878196,1445842,2024-05-21,House,"House Tourism And Economic And Recreational Development: Report Bill As Committed",25,0,0,0,25
1878277,1452572,2024-06-03,House,"House State Government: Report Bill As Committed",14,11,0,0,25
1878505,1456650,2024-06-12,House,"House Professional Licensure: Adopt Amendment A04862",25,0,0,0,25
1878505,1456651,2024-06-12,House,"House Professional Licensure: Report Bill As Amended",25,0,0,0,25
1878505,1467899,2024-10-01,House,"House Floor: HB 2294 PN 3314, FINAL PASSAGE",202,0,0,1,203
1878505,1467900,2024-10-01,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1878505,1468171,2024-10-07,Senate,"Senate Consumer Protection And Professional Licensure: Reported as Committed",14,0,0,0,14
1878505,1468463,2024-10-09,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1878521,1456664,2024-06-12,House,"House Professional Licensure: Adopt Amendment A04863",25,0,0,0,25
1878521,1456665,2024-06-12,House,"House Professional Licensure: Report Bill As Amended",25,0,0,0,25
1878521,1467921,2024-10-01,House,"House Floor: HB 2295 PN 3315, FINAL PASSAGE",202,0,0,1,203
1878521,1467922,2024-10-01,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1878521,1468176,2024-10-07,Senate,"Senate Consumer Protection And Professional Licensure: Reported as Amended A05765",14,0,0,0,14
1878521,1468177,2024-10-07,Senate,"Senate Consumer Protection And Professional Licensure: Adopt Amendment A05765",14,0,0,0,14
1878521,1468455,2024-10-09,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1878675,1445572,2024-05-21,House,"House Transportation: Report Bill As Committed",25,0,0,0,25
1878675,1456562,2024-06-12,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1878675,1456968,2024-06-12,House,"House Floor: HB 2301 PN 3113, FINAL PASSAGE",190,11,0,2,203
1878675,1460217,2024-06-26,Senate,"Senate Transportation: Reported as Amended",13,1,0,0,14
1878675,1460218,2024-06-26,Senate,"Senate Transportation: Adopt Amendment A05226",14,0,0,0,14
1878675,1461115,2024-06-27,Senate,"Senate Appropriations: Re-Reported as Committed",24,0,0,0,24
1878675,1462383,2024-07-02,Senate,"Senate Floor: HB 2301 PN 3405, Final Passage",49,1,0,0,50
1878675,1462401,2024-07-03,House,"House Floor: HB 2301 PN 3405, CONCURRENCE",202,0,0,1,203
1878675,1462402,2024-07-03,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1878746,1452632,2024-06-03,House,"House State Government: Report Bill As Committed",23,2,0,0,25
1878746,1453252,2024-06-04,House,"House Floor: HR 439 PN 3125, 2023 A4675",191,11,0,1,203
1878746,1453253,2024-06-04,House,"House Floor: HR 439 PN 3225",189,13,0,1,203
1878988,1445490,2024-05-21,House,"House Health: Report Bill As Committed",25,0,0,0,25
1878988,1448839,2024-05-22,House,"House Floor: HR 440 PN 3102",201,1,0,1,203
1879277,1455917,2024-06-11,Senate,"Senate Transportation: Reported as Amended",14,0,0,0,14
1879277,1455918,2024-06-11,Senate,"Senate Transportation: Adopt Amendment A04839",14,0,0,0,14
1879283,1446167,2024-05-21,House,"House Housing And Community Development: Report Bill As Committed",23,2,1,0,26
1879283,1454097,2024-06-05,House,"House Floor: HR 442 PN 3116",198,4,0,1,203
1879295,1468480,2024-10-09,Senate,"Senate Education: Reported as Amended",7,4,0,0,11
1879295,1468481,2024-10-09,Senate,"Senate Education: Adopt Amendment A05962",7,4,0,0,11
1879309,1468647,2024-10-08,Senate,"Senate Game And Fisheries: Reported as Committed",11,0,0,0,11
1879318,1453244,2024-06-04,Senate,"Senate Agriculture And Rural Affairs: Reported as Committed",7,4,0,0,11
1879319,1454131,2024-06-05,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1879400,1468010,2024-10-01,House,"House Commerce: Re-refer Bill To Another Committee",11,14,0,0,25
1879400,1468011,2024-10-01,House,"House Commerce: Report Bill As Committed",24,1,0,0,25
1879466,1452575,2024-06-03,House,"House State Government: Report Bill As Committed",14,11,0,0,25
1879466,1461103,2024-06-27,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1879466,1461463,2024-06-28,House,"House Floor: HB 2308 PN 3129, FINAL PASSAGE",110,92,0,1,203
1879491,1452593,2024-06-03,House,"House Agriculture And Rural Affairs: Report Bill As Committed",24,0,1,0,25
1879491,1455720,2024-06-10,House,"House Floor: HB 2309 PN 3130, 2023 A4787",201,0,0,2,203
1879491,1455940,2024-06-11,House,"House Floor: HB 2309 PN 3281, FINAL PASSAGE",201,0,0,2,203
1879491,1455941,2024-06-11,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1879520,1454057,2024-06-05,House,"House Health: Report Bill As Committed",25,0,0,0,25
1879520,1462735,2024-07-08,House,"House Floor: HR 446 PN 3132",200,1,0,2,203
1879547,1445824,2024-05-21,House,"House Transportation: Report Bill As Committed",25,0,0,0,25
1879547,1452595,2024-06-03,House,"House Floor: HR 444 PN 3128",163,39,0,1,203
1879572,1452870,2024-06-03,House,"House Agriculture And Rural Affairs: Report Bill As Committed",24,0,1,0,25
1879572,1461347,2024-06-27,House,"House Floor: HR 445 PN 3131",200,2,0,1,203
1879573,1452702,2024-06-03,House,"House Agriculture And Rural Affairs: Report Bill As Committed",20,4,1,0,25
1879573,1455721,2024-06-10,House,"House Floor: HB 2310 PN 3140, 2023 A4788",99,102,0,2,203
1879573,1455994,2024-06-11,House,"House Floor: HB 2310 PN 3140, FINAL PASSAGE",162,39,0,2,203
1879573,1455995,2024-06-11,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1879573,1460273,2024-06-26,Senate,"Senate Agriculture And Rural Affairs: Reported as Amended",10,1,0,0,11
1879573,1463044,2024-07-11,House,"House Floor: HB 2310 PN 3506, CONCURRENCE",125,77,0,1,203
1879573,1463045,2024-07-11,Senate,"Senate Floor: HB 2310 PN 3506, Final Passage",45,4,0,1,50
1879573,1463046,2024-07-11,Senate,"Senate Appropriations: Adopt Amendment A05537",23,0,1,0,24
1879573,1463047,2024-07-11,Senate,"Senate Appropriations: Re-Reported as Amended",23,0,1,0,24
1879573,1463048,2024-07-11,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1879670,1458882,2024-06-24,House,"House Education: Adopt Amendment A05067",11,14,0,0,25
1879670,1458883,2024-06-24,House,"House Education: Adopt Amendment A05050",14,11,0,0,25
1879670,1458884,2024-06-24,House,"House Education: Report Bill As Amended",14,11,0,0,25
1879765,1447768,2024-05-22,House,"House Game And Fisheries: Report Bill As Committed",24,0,1,0,25
1879765,1459112,2024-06-24,House,"House Floor: HB 2314 PN 3151, 2023 A4818",100,102,0,1,203
1879765,1459113,2024-06-24,House,"House Floor: HB 2314 PN 3151, 2023 A4832",100,102,0,1,203
1879765,1459114,2024-06-24,House,"House Floor: HB 2314 PN 3151, 2023 A4837",100,102,0,1,203
1879765,1459115,2024-06-24,House,"House Floor: HB 2314 PN 3151, 2023 A4841",202,0,0,1,203
1879765,1459116,2024-06-24,House,"House Floor: HB 2314 PN 3151, 2023 A4866",100,102,0,1,203
1879765,1459874,2024-06-25,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1879893,1454109,2024-06-05,House,"House Local Government: Report Bill As Committed",24,1,0,0,25
1879893,1456592,2024-06-12,House,"House Floor: HR 449 PN 3158",200,1,0,2,203
1880048,1459818,2024-06-25,House,"House Labor And Industry: Report Bill As Committed",25,0,0,0,25
1880048,1461925,2024-07-01,House,"House Floor: HR 451 PN 3169",199,3,0,1,203
1880128,1454006,2024-06-05,House,"House Tourism And Economic And Recreational Development: Report Bill As Committed",25,0,0,0,25
1880161,1456583,2024-06-12,House,"House Health: Report Bill As Committed",20,4,0,0,24
1880161,1461915,2024-07-01,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1880161,1462962,2024-07-11,House,"House Appropriations: Re-report Bill As Committed",37,0,0,0,37
1880161,1463011,2024-07-11,House,"House Floor: HB 2339 PN 3172, FINAL PASSAGE",168,34,0,1,203
1880309,1456055,2024-06-11,House,"House Consumer Protection, Technology And Utilities: Adopt Amendment",25,0,0,0,25
1880309,1456056,2024-06-11,House,"House Consumer Protection, Technology And Utilities: Report Bill As Amended",25,0,0,0,25
1880309,1458980,2024-06-24,House,"House Floor: HB 2338 PN 3302, 2023 A4973",100,102,0,1,203
1880309,1458981,2024-06-24,House,"House Floor: HB 2338 PN 3302, 2023 A4974",100,102,0,1,203
1880309,1458982,2024-06-24,House,"House Rules: Re-report Bill As Committed",33,0,0,0,33
1880309,1459726,2024-06-25,House,"House Appropriations: Re-report Bill As Committed",23,0,14,0,37
1880309,1459815,2024-06-25,House,"House Floor: HB 2338 PN 3302, FINAL PASSAGE",107,95,0,1,203
1880336,1460158,2024-06-26,House,"House Health: Report Bill As Amended",16,9,0,0,25
1880336,1460159,2024-06-26,House,"House Health: Adopt Amendment A05080",16,9,0,0,25
1880336,1461919,2024-07-01,House,"House Rules: Re-report Bill As Committed",18,15,0,0,33
1880336,1462882,2024-07-10,House,"House Floor: HB 2344 PN 3406, 2023 A5307",148,54,0,1,203
1880336,1462883,2024-07-10,House,"House Floor: HB 2344 PN 3406, 2023 A5310",202,0,0,1,203
1880336,1462884,2024-07-10,House,"House Floor: HB 2344 PN 3406, 2023 A5314",201,1,0,1,203
1880336,1462885,2024-07-10,House,"House Floor: HB 2344 PN 3406, 2023 A5495",150,52,0,1,203
1880336,1462886,2024-07-10,House,"House Floor: HB 2344 PN 3406, MOTION TO TABLE AMENDMENTS",102,100,0,1,203
1880336,1462965,2024-07-11,House,"House Floor: HB 2344 PN 3503, FINAL PASSAGE",114,88,0,1,203
1880336,1462966,2024-07-11,House,"House Appropriations: Re-report Bill As Committed",22,15,0,0,37
1880336,1468248,2024-10-07,Senate,"Senate Health And Human Services: Reported as Amended",11,0,0,0,11
1880336,1468249,2024-10-07,Senate,"Senate Health And Human Services: Adopt Amendment A05867",11,0,0,0,11
1880501,1457192,2024-06-12,House,"House Aging And Older Adult Services: Report Bill As Committed",25,0,0,0,25
1880501,1460978,2024-06-27,House,"House Floor: HR 453 PN 3186",201,1,0,1,203
1880554,1458987,2024-06-24,House,"House State Government: Adopt Amendment A05069",25,0,0,0,25
1880554,1458988,2024-06-24,House,"House State Government: Report Bill As Amended",22,3,0,0,25
1880562,1455879,2024-06-11,House,"House Housing And Community Development: Adopt Amendment A04713",25,0,0,0,25
1880562,1455880,2024-06-11,House,"House Housing And Community Development: Report Bill As Amended",25,0,0,0,25
